Goalkeeper,Defender1,Defender2,Defender3,Defender4,Midfielder1,Midfielder2,Midfielder3,Forward1,Forward2,Forward3
Ramses Becker,Alexander-Arnold,Saliba,Milenković,Muñoz,Salah,Mbeumo,Borges Fernandes,Isak,Haaland,Watkins
