Goalkeeper,Defender1,Defender2,Defender3,Defender4,Midfielder1,Midfielder2,Midfielder3,Forward1,Forward2,Forward3
Santana de Moraes,Alexander-Arnold,Milenković,Muñoz,Cucurella Saseta,Salah,Borges Fernandes,Sarr,Isak,Watkins,Wissa
