Goalkeeper,Defender1,Defender2,Defender3,Defender4,Midfielder1,Midfielder2,Midfielder3,Forward1,Forward2,Forward3
Henderson,Alexander-Arnold,Saliba,Milenković,Cucurella Saseta,Salah,Mbeumo,Sarr,Isak,Haaland,Wissa
