Goalkeeper,Defender1,Defender2,Defender3,Defender4,Midfielder1,Midfielder2,Midfielder3,Forward1,Forward2,Forward3
Sels,Alexander-Arnold,Saliba,Muñoz,Cucurella Saseta,Salah,Mbeumo,Szoboszlai,Isak,Haaland,Junqueira de Jesus
